duration,win_champ,lose_champ,win_tags,lose_tags,win_statperks,lose_statperks,win_styles_primary,lose_styles_primary,win_styles_sub,lose_styles_sub,win_items,lose_items,win_dealt,lose_dealt,win_taken,lose_taken,win_kills,lose_kills,win_deaths,lose_deaths,win_assists,lose_assists,win_heals,lose_heals,win_cs,lose_cs,win_vision,lose_vision
1626,"[131, 555.0, 897, 4.0, 39]","[223, 235, 254, 777, 266]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5001, 5005], [5013, 5008, 5005]]","[[8010, 9111, 9104, 8299], [8021, 9101, 9104, 8014], [8112, 8143, 8138, 8135], [8437, 8446, 8444, 8451], [9923, 8126, 8136, 8106]]","[[8008, 9111, 9104, 8299], [8010, 9111, 9105, 8014], [8010, 9111, 9105, 8014], [8021, 8009, 9104, 8017], [8465, 8463, 8473, 8242]]","[[8226, 8237], [8242, 8473], [8304, 8347], [8345, 8347], [8345, 8410]]","[[8345, 8410], [8345, 8410], [8347, 8304], [8444, 8242], [8453, 8473]]","[[1029, 3047, 6610, 3082, 3153, 1055, 3364], [3094.0, 3087.0, 3095.0, 1055.0, 1036.0, 3006.0, 3363.0], [3876.0, 3179.0, 2055.0, 3814.0, 3117.0, 0.0, 3364.0], [4646, 3020, 2420, 4645, 0, 0, 3364], [6662, 3047, 3075, 3068, 1031, 1054, 3340]]","[[1037, 6610, 2055, 3071, 0, 3047, 3364], [1054, 3153, 3006, 6673, 2019, 0, 3364], [3047, 2031, 6698, 2020, 1036, 3814, 3364], [3142, 3877, 6701, 3134, 3009, 2021, 3363], [6660, 1031, 3075, 3110, 0, 3047, 3364]]","[7056.0, 10769, 23514, 28144.0, 28591]","[10665, 11419, 15732, 20553, 24075]","[16696.0, 17867.0, 20908, 28517, 30020]","[14055, 20726, 28227, 29017, 30483]","[1, 4, 6.0, 6, 9.0]","[2, 4, 4, 5, 7]","[3, 4, 5, 5.0, 6.0]","[3, 5, 5, 6, 7]","[3.0, 7, 8, 9, 9.0]","[4, 4, 6, 10, 12]","[2917.0, 3693, 6484.0, 10565, 12955]","[4531, 6211, 10537, 10756, 10971]","[19, 20.0, 213.0, 218, 232]","[8, 62, 149, 156, 186]","[15, 16, 24.0, 26, 46.0]","[14, 15, 25, 30, 48]"
1854,"[777, 223, 7, 235, 76]","[268, 39, 200, 143.0, 4.0]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005], [5013, 5008, 5005]]","[[8008, 9111, 9104, 8299], [8021, 8009, 9104, 8017], [8112, 8139, 8138, 8135], [8128, 8143, 8138, 8135], [8465, 8463, 8444, 8242]]","[[8010, 9111, 9104, 8014], [8010, 9111, 9104, 8299], [8021, 9101, 9104, 8014], [8112, 8139, 8138, 8106], [8229, 8226, 8210, 8237]]","[[8210, 8232], [8226, 8237], [8345, 8410], [8345, 8410], [8473, 8451]]","[[8105, 8139], [8304, 8347], [8347, 8304], [8473, 8242], [8473, 8451]]","[[3142, 3877, 6701, 2055, 3009, 3134, 3364], [3157, 3100, 1052, 4646, 3020, 1052, 3364], [4646, 3020, 4645, 0, 6655, 0, 3363], [6333, 6673, 3153, 3031, 3006, 6662, 3364], [6660, 1028, 2504, 3076, 3110, 3047, 3364]]","[[1055, 3047, 3153, 6610, 2019, 0, 3363], [1056, 3111, 3115, 6653, 2022, 1058, 3364], [3095.0, 3087.0, 3078.0, 3094.0, 3158.0, 0.0, 3363.0], [3871.0, 3165.0, 3020.0, 3116.0, 6653.0, 1052.0, 3364.0], [6631, 3047, 3071, 1043, 6672, 1057, 3364]]","[8140, 12308, 14608, 18148, 54962]","[8047, 14448, 18999, 24618.0, 34269.0]","[17303, 21814, 29525, 39571, 42140]","[20021.0, 20671.0, 20674, 32074, 43318]","[0, 2, 5, 5, 16]","[2, 3, 5.0, 7.0, 10]","[2, 4, 4, 6, 11]","[2, 4.0, 4.0, 7, 11]","[3, 5, 6, 6, 8]","[3, 5, 6, 10.0, 15.0]","[2424, 4843, 11863, 20277, 21574]","[3026.0, 3902, 4480, 5397.0, 18211]","[11, 57, 147, 155, 278]","[47, 52.0, 156, 219, 223.0]","[6, 14, 34, 37, 67]","[12, 17.0, 21, 28, 48.0]"
1962,"[56, 99.0, 897, 51.0, 777]","[48, 17, 50, 35, 268]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008]]","[[8008, 9111, 9104, 8014], [8008, 9111, 9104, 8299], [8021, 8009, 9103, 8017], [8229, 8226, 8210, 8237], [8437, 8463, 8444, 8451]]","[[8008, 8009, 9104, 8014], [8008, 9111, 9104, 8299], [8010, 8009, 9105, 8014], [8128, 8126, 8138, 8106], [8229, 8226, 8210, 8237]]","[[8126, 8106], [8138, 8106], [8233, 8236], [8242, 8444], [8345, 8410]]","[[8126, 8134], [8210, 8236], [8226, 8237], [8345, 8347], [8473, 8446]]","[[1038, 3153, 6673, 6662, 3031, 3006, 3364], [3095.0, 1038.0, 3094.0, 3031.0, 3036.0, 3006.0, 3363.0], [3871.0, 6655.0, 0.0, 3916.0, 4646.0, 3020.0, 3364.0], [6664, 2055, 3075, 6662, 1031, 3111, 3364], [6696, 6698, 2055, 3158, 3156, 1037, 3364]]","[[1056, 0, 6653, 3115, 3135, 3020, 3364], [1056, 3116, 3118, 1031, 3067, 3047, 3363], [3074, 3078, 3181, 3075, 3065, 3047, 3340], [4645, 1052, 6653, 0, 3020, 3118, 3364], [6655, 3871, 3158, 6653, 3108, 2022, 3364]]","[11330, 14606, 24938.0, 35448, 43863.0]","[7166, 14010, 18837, 24072, 31468]","[12393.0, 25169.0, 32944, 34006, 37564]","[21511, 24479, 29232, 29970, 58148]","[2, 5, 6.0, 7.0, 11]","[0, 3, 3, 4, 8]","[2.0, 2.0, 4, 4, 6]","[3, 3, 7, 8, 10]","[4, 5, 6, 9.0, 12.0]","[2, 3, 4, 6, 6]","[1941.0, 4419, 12251, 16690.0, 23559]","[1906, 3741, 7075, 8369, 24616]","[54.0, 60, 208, 230, 273.0]","[56, 61, 187, 212, 291]","[18.0, 24, 27, 33, 83.0]","[17, 28, 31, 32, 44]"
1871,"[56, 901.0, 61, 143.0, 897]","[89, 4, 64, 86, 21]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5008], [5013, 5001, 5007]]","[[8008, 9111, 9104, 8014], [8229, 8226, 8210, 8237], [8229, 8226, 8210, 8237], [8229, 8226, 8233, 8237], [8437, 8446, 8444, 8451]]","[[8005, 8009, 9103, 8014], [8010, 9111, 9104, 8014], [8010, 9111, 9105, 8299], [8369, 8304, 8316, 8347], [8439, 8463, 8473, 8242]]","[[8009, 8014], [8304, 8345], [8304, 8345], [8347, 8304], [8410, 8345]]","[[8233, 8236], [8234, 8275], [8304, 8347], [8347, 8306], [8446, 8451]]","[[1056.0, 3161.0, 3158.0, 4633.0, 2055.0, 6653.0, 3363.0], [3068, 6662, 2502, 3076, 1054, 3111, 3364], [4645.0, 0.0, 3871.0, 4646.0, 6653.0, 3158.0, 3364.0], [6655, 3157, 2055, 3137, 4646, 3020, 3340], [6696, 3139, 3073, 2019, 6692, 3111, 3364]]","[[1036, 6610, 3071, 3053, 3158, 1029, 3340], [3142, 2031, 3508, 3134, 1037, 3006, 3363], [3742, 3046, 1033, 0, 3078, 3006, 3363], [3869, 2055, 3190, 2504, 3111, 1057, 3364], [4629, 2065, 1058, 3100, 3094, 3158, 3364]]","[17089.0, 17225, 28154, 34878.0, 36454]","[11733, 18365, 18881, 20662, 21845]","[19021, 20670.0, 24133.0, 28258, 35827]","[28185, 28264, 30570, 33311, 44371]","[3, 6.0, 9, 10.0, 16]","[2, 3, 3, 8, 9]","[3, 3, 3, 8.0, 9.0]","[4, 7, 9, 12, 12]","[9, 14, 14.0, 15, 20.0]","[1, 6, 6, 8, 9]","[1057.0, 2639, 4776.0, 5840, 23118]","[1562, 2148, 3043, 5322, 17608]","[28, 41.0, 130.0, 170, 232]","[9, 31, 172, 181, 233]","[16.0, 22, 29, 38, 86.0]","[10, 15, 19, 26, 85]"
1645,"[30, 901, 126, 103, 497]","[254, 12.0, 21, 897, 268.0]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5008]]","[[5001, 5001, 5005], [5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5008, 5008]]","[[8112, 8139, 8138, 8106], [8128, 8126, 8138, 8106], [8229, 8226, 8233, 8237], [8230, 8226, 8233, 8236], [8465, 8463, 8473, 8242]]","[[8005, 8009, 9103, 8014], [8010, 8009, 9104, 8014], [8010, 9111, 9105, 8014], [8437, 8446, 8444, 8451], [8439, 8463, 8473, 8242]]","[[8009, 8014], [8106, 8136], [8304, 8345], [8304, 8345], [8345, 8347]]","[[8226, 8237], [8233, 8236], [8304, 8345], [8304, 8347], [8347, 8306]]","[[1052, 3102, 2055, 3020, 6655, 3108, 3340], [1053, 3508, 3158, 6675, 3094, 1038, 3363], [3118, 6653, 4645, 3020, 1052, 1052, 3364], [3142, 3077, 6694, 3042, 6692, 3047, 3340], [3869, 0, 3047, 3002, 3050, 3067, 3364]]","[[1043.0, 3006.0, 6653.0, 3100.0, 8020.0, 3108.0, 3364.0], [3053, 1029, 2055, 6610, 3071, 3111, 3364], [3142, 3508, 6676, 0, 0, 3006, 3363], [3869.0, 3082.0, 3190.0, 3109.0, 3117.0, 0.0, 3364.0], [6662, 3068, 1054, 1031, 1057, 3047, 3340]]","[6461, 17533, 27578, 40027, 48238]","[7298, 8576.0, 16768, 17092, 27837.0]","[18537, 20274, 20414, 20690, 30320]","[24038.0, 28922, 31422.0, 34051, 40071]","[2, 4, 7, 12, 13]","[1.0, 3, 4, 7.0, 9]","[3, 4, 5, 5, 7]","[2.0, 8, 8.0, 10, 10]","[9, 10, 14, 17, 19]","[4.0, 6, 8, 9, 13.0]","[2843, 5203, 5423, 7953, 15044]","[2070, 3866.0, 6954, 9843.0, 12820]","[19, 24, 155, 185, 213]","[25, 30.0, 131, 205.0, 208]","[16, 21, 24, 26, 67]","[12, 15, 22.0, 36, 63.0]"
1256,"[126, 235.0, 32, 223.0, 103]","[21, 127, 22, 59, 266]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5008], [5013, 5008, 5005]]","[[8021, 8009, 9104, 8017], [8112, 8139, 8138, 8106], [8230, 8226, 8233, 8236], [8437, 8401, 8444, 8242], [8439, 8463, 8473, 8242]]","[[8010, 9111, 9105, 8014], [8112, 8126, 8138, 8106], [8229, 8224, 8210, 8237], [8369, 8304, 8345, 8347], [9923, 8126, 8136, 8106]]","[[8126, 8106], [8226, 8210], [8345, 8304], [8345, 8410], [9104, 9111]]","[[8210, 8226], [8233, 8236], [8410, 8345], [8444, 8453], [8473, 8242]]","[[1054.0, 1029.0, 3068.0, 3076.0, 1011.0, 3047.0, 3364.0], [1056, 4645, 0, 3118, 3020, 4646, 3340], [3042, 3123, 6692, 1055, 2055, 3047, 3340], [3068, 1011, 0, 0, 3047, 0, 3340], [3142.0, 3877.0, 3134.0, 2031.0, 3009.0, 6690.0, 3364.0]]","[[2055, 6698, 3211, 1103, 1033, 3111, 3364], [3142, 1055, 3134, 2422, 1018, 1037, 3364], [3877, 3158, 2031, 3133, 3134, 0, 3364], [6655, 1001, 0, 0, 0, 1056, 3340], [6698, 2020, 3161, 1055, 3158, 0, 3340]]","[4764, 10247.0, 14050.0, 17841, 18615]","[4429, 5098, 7940, 9492, 20332]","[8048.0, 12251, 16473, 17482, 19722.0]","[10140, 12445, 15060, 19444, 26772]","[2, 2.0, 6.0, 6, 12]","[0, 0, 0, 3, 5]","[0.0, 0.0, 1, 2, 5]","[4, 6, 6, 6, 6]","[4, 6, 7, 13.0, 15.0]","[0, 0, 1, 2, 2]","[1962, 4589, 8601.0, 9318.0, 10099]","[763, 962, 966, 8567, 8938]","[6, 42.0, 152.0, 154, 176]","[4, 20, 86, 132, 165]","[8.0, 12, 17, 25, 33.0]","[9, 16, 18, 21, 42]"
1874,"[223.0, 114, 235.0, 30, 91]","[106, 43, 157, 523, 121]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008]]","[[8021, 8009, 9104, 8017], [8128, 8126, 8138, 8135], [8369, 8304, 8321, 8347], [8437, 8446, 8473, 8242], [8465, 8463, 8444, 8242]]","[[8008, 9111, 9104, 8299], [8008, 9111, 9104, 8299], [8021, 9101, 9103, 8017], [8229, 8226, 8210, 8237], [8369, 8304, 8321, 8347]]","[[8014, 8009], [8143, 8106], [8226, 8237], [8345, 8410], [8345, 8410]]","[[8143, 8135], [8233, 8236], [8242, 8473], [8345, 8347], [8446, 8453]]","[[3074, 2055, 3053, 3078, 6333, 3047, 3364], [3075.0, 1057.0, 3110.0, 3068.0, 1033.0, 3047.0, 3364.0], [3142.0, 3877.0, 3009.0, 2055.0, 6701.0, 3134.0, 3364.0], [4645, 3118, 6653, 4630, 3020, 0, 3364], [6698, 3142, 3134, 6696, 3158, 0, 3340]]","[[1018, 3123, 3006, 6673, 3031, 6672, 3364], [1056, 0, 3157, 3047, 3115, 4633, 3363], [2065, 3870, 3118, 3916, 4005, 3158, 3364], [3006, 6672, 3031, 3036, 1038, 1055, 3363], [3142, 3814, 6694, 3133, 1037, 3158, 3364]]","[10828.0, 11676.0, 22962, 27963, 32368]","[16921, 18126, 20009, 21910, 30623]","[15710.0, 26938.0, 28431, 32907, 39024]","[21950, 22048, 23927, 31750, 40491]","[3.0, 6.0, 6, 8, 13]","[3, 4, 5, 5, 6]","[2.0, 2, 3.0, 8, 8]","[5, 6, 6, 7, 12]","[8, 8, 10.0, 11, 13.0]","[0, 2, 4, 5, 9]","[1781, 8447.0, 11011.0, 15973, 18408]","[3066, 3235, 4039, 6375, 19591]","[48, 50.0, 156.0, 183, 261]","[8, 36, 200, 241, 242]","[7.0, 31, 35, 42, 77.0]","[11, 12, 26, 28, 67]"
2590,"[50, 154, 777, 157, 89]","[235, 111, 131.0, 83.0, 238]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5007], [5001, 5008, 5008]]","[[5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5008, 5008]]","[[8008, 9111, 9104, 8299], [8008, 9111, 9104, 8299], [8112, 8126, 8138, 8106], [8439, 8463, 8429, 8453], [8439, 8463, 8473, 8242]]","[[8010, 9111, 9104, 8299], [8021, 8009, 9104, 8017], [8112, 8143, 8138, 8106], [8229, 8226, 8210, 8236], [8439, 8401, 8444, 8242]]","[[8014, 8009], [8242, 8473], [8345, 8347], [8473, 8451], [9105, 9111]]","[[8210, 8237], [8304, 8345], [8304, 8347], [8345, 8347], [8345, 8410]]","[[3135, 3116, 6653, 3020, 3118, 2421, 3363], [3157, 3152, 1058, 3102, 4646, 3020, 3364], [3302, 3006, 3153, 6672, 6673, 6665, 3340], [3869, 3190, 4638, 3076, 3050, 3117, 3364], [6665, 3153, 6673, 3006, 6662, 3031, 3340]]","[[3068, 3075, 3110, 3067, 2504, 3111, 3364], [3142, 3026, 3009, 3814, 6701, 6609, 3363], [3152.0, 3157.0, 3089.0, 3115.0, 3020.0, 3100.0, 3364.0], [3161.0, 3110.0, 3047.0, 3075.0, 3082.0, 3078.0, 3364.0], [3814, 3142, 6694, 6697, 3158, 6699, 3363]]","[13744, 33239, 37021, 48137, 66235]","[27431, 37742, 42584, 43498.0, 45986.0]","[32620, 43241, 44687, 59377, 65334]","[33834, 41414, 43668, 54488.0, 56710.0]","[0, 8, 9, 10, 19]","[4, 7.0, 10, 11, 11.0]","[7, 8, 9, 9, 10]","[5, 6, 11, 11.0, 13.0]","[9, 13, 14, 16, 19]","[11, 11.0, 15.0, 19, 23]","[2305, 14688, 16722, 26199, 69230]","[3596, 6972, 10018.0, 17018.0, 24392]","[32, 34, 199, 299, 319]","[68.0, 93, 190.0, 209, 269]","[19, 31, 39, 49, 122]","[28.0, 29, 34, 46.0, 99]"
1504,"[106, 55, 235, 24, 223]","[21.0, 68.0, 72, 897, 166]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008]]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005]]","[[8008, 9111, 9104, 8299], [8021, 8009, 9104, 8017], [8112, 8143, 8138, 8105], [8437, 8446, 8444, 8453], [8465, 8463, 8444, 8242]]","[[8005, 8009, 9104, 8014], [8229, 8226, 8233, 8237], [8229, 8275, 8233, 8237], [8230, 8275, 8234, 8232], [8437, 8446, 8429, 8451]]","[[8139, 8134], [8345, 8410], [8345, 8410], [8347, 8304], [9111, 8014]]","[[8345, 8347], [8345, 8410], [8347, 8304], [8473, 8242], [8473, 8401]]","[[1054, 2421, 3100, 4645, 3020, 0, 3340], [3142, 3877, 3009, 2031, 6701, 3134, 3364], [3158, 3067, 1028, 1056, 2502, 3121, 3340], [6610, 2055, 1037, 3047, 2021, 3078, 3340], [6660, 3110, 2504, 3076, 0, 3047, 3364]]","[[1054, 6662, 6664, 3111, 1031, 0, 3340], [3111, 3070, 3078, 3133, 0, 1036, 3364], [3142.0, 3071.0, 0.0, 3009.0, 1055.0, 0.0, 3363.0], [3153, 6672, 1043, 3111, 1055, 0, 3363], [3871.0, 6653.0, 3145.0, 1052.0, 0.0, 3020.0, 3364.0]]","[16944, 17460, 18897, 21200, 22254]","[6888, 11838.0, 19773, 20480.0, 25827]","[12726, 19163, 24425, 25367, 32496]","[20232.0, 21074.0, 21812, 23450, 28415]","[5, 5, 6, 9, 11]","[0.0, 1, 2.0, 3, 4]","[1, 1, 2, 3, 3]","[3, 8.0, 8.0, 8, 9]","[6, 7, 9, 12, 18]","[1.0, 2.0, 3, 3, 5]","[4899, 10003, 10603, 13015, 15507]","[1637.0, 1796, 3733.0, 3779, 6984]","[13, 59, 131, 139, 177]","[19, 36.0, 161, 167, 169.0]","[6, 15, 17, 36, 40]","[10, 13, 14.0, 15, 37.0]"
1765,"[22.0, 429.0, 31, 25, 35]","[101, 254, 266, 235, 4]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5005]]","[[8008, 9111, 9104, 8014], [8214, 8226, 8234, 8237], [8229, 8226, 8233, 8237], [9923, 8126, 8136, 8106], [9923, 8143, 8138, 8105]]","[[8010, 9111, 9105, 8299], [8021, 8009, 9104, 8017], [8112, 8139, 8138, 8135], [8369, 8304, 8345, 8347], [9923, 8143, 8138, 8106]]","[[8126, 8105], [8135, 8143], [8345, 8410], [8444, 8453], [9104, 8014]]","[[8139, 8135], [8226, 8237], [8352, 8316], [8410, 8345], [9104, 9111]]","[[3020, 3108, 6653, 1056, 4628, 6655, 3363], [3020, 6657, 3152, 4646, 1058, 2055, 3340], [3153.0, 1057.0, 1031.0, 3302.0, 3124.0, 3006.0, 3363.0], [3877.0, 4005.0, 3179.0, 2055.0, 3123.0, 3158.0, 3364.0], [6699, 1036, 3508, 3006, 6697, 1036, 3364]]","[[0, 0, 3094, 3100, 6657, 3020, 3363], [2021, 6701, 3142, 3094, 3009, 3134, 3363], [3071, 6610, 3111, 1031, 0, 0, 3364], [3111, 1036, 0, 6698, 3814, 0, 3364], [3871, 6655, 1052, 4646, 1058, 3020, 3364]]","[14631.0, 17554, 20538, 22263, 24292.0]","[10005, 12274, 18673, 21925, 24271]","[13609, 15903.0, 20140.0, 25396, 34498]","[19347, 21268, 22144, 27628, 33365]","[1.0, 3, 5, 10.0, 13]","[0, 2, 3, 3, 8]","[0, 3.0, 3, 4, 6.0]","[5, 5, 5, 8, 9]","[6.0, 6, 6, 12, 17.0]","[1, 4, 7, 7, 10]","[2708.0, 4946, 6846.0, 11112, 11867]","[0, 3994, 6606, 10208, 11778]","[8, 38.0, 217, 219.0, 227]","[23, 68, 176, 178, 186]","[13.0, 21, 24, 34, 89.0]","[7, 14, 18, 23, 55]"
1296,"[54, 223.0, 235.0, 238, 104]","[68, 81, 143, 57, 126]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5013, 5008, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005], [5011, 5010, 5008]]","[[8021, 8009, 9104, 8017], [8021, 9111, 9104, 8299], [8112, 8139, 8138, 8106], [8437, 8401, 8429, 8451], [8437, 8401, 8444, 8453]]","[[8005, 8009, 9103, 8014], [8010, 8009, 9104, 8299], [8229, 8226, 8210, 8237], [8229, 8275, 8233, 8237], [8230, 8275, 8234, 8237]]","[[8226, 8210], [8237, 8210], [8304, 8347], [8304, 8410], [8345, 8410]]","[[8139, 8106], [8139, 8135], [8304, 8347], [8345, 8304], [8473, 8453]]","[[2031, 1031, 6660, 1056, 2504, 3111, 3364], [3142, 3158, 3035, 6699, 2022, 0, 3364], [3142.0, 3877.0, 0.0, 2031.0, 3009.0, 3134.0, 3340.0], [6660.0, 1033.0, 3110.0, 3047.0, 1057.0, 1054.0, 3340.0], [6676, 2055, 6701, 0, 0, 3006, 3364]]","[[1054, 2031, 6697, 3047, 3044, 1028, 3340], [2421, 0, 1058, 6653, 1054, 3047, 3340], [3070, 3078, 3133, 3158, 0, 1055, 3363], [3110, 2031, 2055, 3047, 3068, 0, 3513], [3147, 3871, 2055, 1001, 1026, 3916, 3364]]","[8912, 10986.0, 12900, 13147.0, 20332]","[8763, 10343, 11038, 12338, 14619]","[10226.0, 12321, 13114, 19261, 21833.0]","[11859, 12036, 14778, 19823, 22786]","[2, 3, 4.0, 5.0, 11]","[0, 0, 1, 3, 3]","[0, 1.0, 1.0, 2, 3]","[3, 4, 5, 5, 8]","[5, 5, 9.0, 11, 12.0]","[0, 0, 1, 1, 6]","[2474, 2658, 6846.0, 9256.0, 11148]","[370, 1213, 1246, 2766, 10498]","[12, 38.0, 135, 137, 150.0]","[10, 26, 122, 138, 163]","[9.0, 12, 14, 24, 33.0]","[11, 12, 13, 15, 48]"
2156,"[234, 4, 81, 147, 77]","[516, 64, 111.0, 235.0, 910]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5005]]","[[5001, 5001, 5005], [5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008]]","[[8005, 8009, 9103, 8014], [8010, 9111, 9104, 8014], [8021, 9101, 9104, 8014], [8214, 8226, 8210, 8237], [8437, 8401, 8444, 8453]]","[[8010, 9111, 9104, 8014], [8021, 8009, 9104, 8017], [8229, 8226, 8210, 8237], [8437, 8446, 8473, 8451], [8439, 8401, 8444, 8242]]","[[8304, 8345], [8304, 8347], [8304, 8347], [8345, 8347], [8345, 8410]]","[[8304, 8345], [8304, 8347], [8345, 8347], [8345, 8347], [8345, 8410]]","[[3100, 1058, 3094, 6657, 1058, 3158, 3363], [3158, 3116, 0, 3871, 6616, 4642, 3364], [6610, 3078, 3111, 6672, 2021, 1037, 3364], [6665, 6662, 3047, 6664, 3110, 8020, 3364], [6694, 1037, 3133, 3042, 3508, 3158, 3363]]","[[3068.0, 3075.0, 3110.0, 1057.0, 0.0, 3047.0, 3364.0], [3145, 7013, 3113, 4628, 3020, 4645, 3363], [7026, 3075, 3068, 2502, 3111, 3082, 3340], [7029.0, 3877.0, 3009.0, 3814.0, 6701.0, 3035.0, 3364.0], [7039, 6698, 3044, 6333, 3111, 3067, 3340]]","[23067, 23438, 31811, 33626, 41153]","[14167.0, 30528, 31369.0, 34714, 36486]","[25996, 26127, 40046, 44740, 54900]","[23293.0, 25721, 34889.0, 51269, 55200]","[1, 6, 6, 8, 12]","[2.0, 7.0, 7, 8, 12]","[5, 6, 6, 7, 12]","[4.0, 5, 7.0, 7, 10]","[9, 9, 10, 12, 21]","[4, 7.0, 7, 7, 11.0]","[8532, 8545, 9287, 10676, 33528]","[648.0, 3074, 4365, 14507.0, 22760]","[20, 53, 194, 242, 254]","[22, 70.0, 189.0, 219, 231]","[34, 37, 38, 41, 73]","[15, 16, 20.0, 37, 60.0]"
