duration,win_champ,lose_champ,win_tags,lose_tags,win_statperks,lose_statperks,win_styles_primary,lose_styles_primary,win_styles_sub,lose_styles_sub,win_items,lose_items,win_dealt,lose_dealt,win_taken,lose_taken,win_kills,lose_kills,win_deaths,lose_deaths,win_assists,lose_assists,win_heals,lose_heals,win_cs,lose_cs,win_vision,lose_vision
1946,"[117, 79, 39, 96, 777]","[254, 43, 360.0, 58, 89.0]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5008, 5007]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5001, 5010, 5007]]","[[8008, 9111, 9103, 8299], [8008, 9111, 9104, 8299], [8010, 8009, 9104, 8299], [8112, 8143, 8138, 8105], [8214, 8226, 8210, 8232]]","[[8005, 9111, 9104, 8299], [8010, 9111, 9103, 8299], [8010, 9111, 9105, 8014], [8369, 8304, 8316, 8347], [8439, 8463, 8444, 8242]]","[[8313, 8345], [8345, 8347], [8429, 8451], [8444, 8242], [9111, 9105]]","[[8139, 8106], [8304, 8347], [8345, 8410], [8473, 8242], [8473, 8453]]","[[3006, 3153, 2019, 6673, 3031, 6662, 3364], [3153, 3091, 6610, 3047, 6673, 0, 3363], [3748, 0, 3153, 3006, 3124, 3085, 3363], [3870, 3222, 2065, 0, 3158, 6616, 3364], [4645, 3020, 2421, 3113, 3145, 3100, 3364]]","[[1018.0, 3035.0, 3047.0, 6673.0, 6676.0, 3031.0, 3363.0], [3190.0, 3869.0, 0.0, 3075.0, 0.0, 3047.0, 3364.0], [4628, 1052, 3165, 3118, 6655, 3158, 3364], [6610, 3071, 3076, 3047, 2021, 1037, 3364], [6692, 3071, 6698, 3133, 3047, 1037, 3363]]","[8031, 25661, 26247, 26477, 29956]","[10047.0, 19845.0, 20751, 23911, 32871]","[13420, 23791, 32441, 33798, 39500]","[21227, 21715.0, 23039.0, 34944, 42105]","[2, 2, 8, 8, 11]","[1.0, 3, 6.0, 8, 10]","[4, 5, 6, 6, 7]","[5, 6.0, 6.0, 7, 7]","[6, 8, 13, 15, 21]","[2, 4, 7.0, 11, 14.0]","[3173, 8329, 12047, 15390, 22906]","[2113.0, 3304, 6551, 6909.0, 17963]","[13, 36, 204, 225, 246]","[23, 34.0, 200, 221, 242.0]","[21, 28, 29, 55, 76]","[22.0, 27, 31, 36, 97.0]"
1770,"[497, 134, 106, 523, 69]","[360.0, 103, 234.0, 111, 223]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5008]]","[[5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005]]","[[8005, 9111, 9105, 8299], [8010, 8009, 9105, 8017], [8021, 9101, 9103, 8299], [8214, 8226, 8210, 8237], [8465, 8446, 8473, 8453]]","[[8010, 9111, 9103, 8299], [8010, 9111, 9104, 8014], [8021, 9111, 9104, 8299], [8112, 8139, 8138, 8106], [8439, 8401, 8473, 8242]]","[[8226, 8210], [8232, 8234], [8234, 8275], [8345, 8313], [8473, 8453]]","[[8139, 8135], [8304, 8347], [8345, 8347], [8345, 8347], [8451, 8473]]","[[1018, 3035, 3006, 3087, 6672, 3031, 3363], [2055, 6657, 3040, 3137, 3165, 1056, 3363], [3190, 3158, 3869, 2055, 3002, 3067, 3364], [3742, 6610, 3065, 3158, 6662, 0, 3364], [4645, 3108, 3158, 6655, 1056, 4630, 3363]]","[[1054, 3111, 3065, 3068, 3075, 2055, 3340], [3031.0, 3036.0, 6676.0, 1053.0, 1018.0, 3111.0, 3340.0], [3118, 2031, 1052, 4628, 3137, 3111, 3364], [3190, 3869, 3067, 3050, 0, 3117, 3364], [6610.0, 6672.0, 3053.0, 1038.0, 2422.0, 0.0, 3364.0]]","[8473, 16273, 19688, 21796, 29050]","[6905, 12298, 12610.0, 14971, 21653.0]","[7060, 15219, 19378, 21143, 32429]","[11098, 17710, 31929.0, 31991, 34855.0]","[1, 2, 5, 7, 10]","[0, 1, 4, 5.0, 10.0]","[2, 3, 4, 5, 6]","[2, 2, 4, 5.0, 12.0]","[3, 5, 6, 7, 18]","[3, 3.0, 4.0, 6, 13]","[0, 3262, 6767, 8076, 17506]","[1060, 4904, 6854.0, 10444, 18499.0]","[15, 27, 204, 221, 234]","[28, 32.0, 198.0, 204, 270]","[18, 19, 20, 32, 82]","[14.0, 17, 19.0, 33, 54]"
1601,"[221, 131, 117, 106, 64]","[103, 11, 360.0, 77, 12.0]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5007], [5001, 5008, 5008], [5001, 5008, 5008]]","[[5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005]]","[[8008, 9111, 9104, 8299], [8010, 9111, 9104, 8014], [8112, 8143, 8138, 8135], [8214, 8226, 8210, 8237], [8437, 8401, 8444, 8453]]","[[8008, 9111, 9104, 8014], [8010, 9111, 9103, 8299], [8112, 8139, 8138, 8106], [8437, 8401, 8444, 8453], [8439, 8463, 8473, 8242]]","[[8009, 9105], [8226, 8237], [8304, 8347], [8345, 8347], [8473, 8453]]","[[8138, 8135], [8143, 8135], [8210, 8226], [8306, 8347], [8345, 8410]]","[[1056, 3009, 3065, 6662, 3108, 0, 3364], [2065, 0, 3870, 3504, 3158, 3916, 3364], [3139, 3006, 0, 3085, 3087, 6675, 3363], [4645, 3157, 3137, 3100, 0, 3020, 3364], [6692, 6610, 2055, 3111, 3071, 0, 3340]]","[[2055.0, 3190.0, 3876.0, 3117.0, 3082.0, 1029.0, 3364.0], [2504, 6662, 1028, 3916, 1033, 3111, 3364], [3072.0, 1018.0, 3087.0, 3047.0, 1038.0, 1037.0, 3364.0], [3118, 3020, 0, 4645, 6653, 0, 3363], [3124, 1057, 3047, 6672, 0, 1043, 3364]]","[7440, 11633, 15014, 26673, 28973]","[3342.0, 9890.0, 14256, 14706, 21302]","[9729, 15529, 15592, 25092, 29889]","[18947.0, 20715.0, 21227, 22168, 29294]","[0, 4, 5, 11, 14]","[0.0, 3.0, 4, 4, 4]","[2, 2, 2, 4, 5]","[5, 7, 7.0, 7.0, 8]","[4, 5, 7, 10, 20]","[4, 4.0, 5, 6, 8.0]","[1305, 1757, 2928, 3353, 19577]","[3356, 3433.0, 4882, 4915.0, 8526]","[10, 19, 129, 185, 268]","[28.0, 30, 146, 205, 207.0]","[10, 18, 25, 29, 64]","[9.0, 20, 24, 26, 72.0]"
1920,"[69, 3, 497, 498, 141]","[64, 517, 41, 147.0, 81.0]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5001, 5008, 5008], [5001, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5005]]","[[8008, 8009, 9103, 8014], [8010, 9111, 9105, 8299], [8214, 8226, 8210, 8237], [8439, 8401, 8473, 8242], [8465, 8463, 8473, 8242]]","[[8005, 8009, 9103, 8017], [8010, 9111, 9104, 8014], [8021, 8009, 9104, 8014], [8112, 8143, 8138, 8105], [8214, 8226, 8210, 8237]]","[[8106, 8136], [8275, 8210], [8299, 8009], [8345, 8304], [8347, 8304]]","[[8139, 8106], [8210, 8237], [8304, 8347], [8345, 8347], [8347, 8304]]","[[1038, 6675, 3046, 1053, 3006, 3087, 3363], [2055, 4629, 3152, 3137, 3020, 3165, 3364], [3050, 0, 3869, 3158, 3067, 3002, 3364], [4629, 3040, 3116, 4630, 3108, 6657, 3363], [6692, 3071, 2021, 3047, 1037, 3161, 3364]]","[[1011.0, 1026.0, 3870.0, 2065.0, 3916.0, 3158.0, 3364.0], [1053.0, 3508.0, 1055.0, 6675.0, 3042.0, 3158.0, 3363.0], [1054, 3508, 6676, 3009, 6675, 1018, 3364], [3152, 2420, 3100, 1082, 3020, 1056, 3364], [6692, 3156, 2055, 0, 6610, 3111, 3340]]","[6023, 24194, 24925, 26301, 30750]","[11290.0, 16098, 19909, 23726, 30631.0]","[17535, 22810, 25827, 27850, 50771]","[16863.0, 20515.0, 31423, 34259, 34490]","[1, 6, 7, 8, 9]","[1.0, 4, 5, 5, 5.0]","[2, 4, 4, 4, 6]","[4.0, 4.0, 7, 7, 9]","[6, 7, 8, 11, 13]","[4, 7.0, 7, 8, 11.0]","[4996, 5433, 5543, 7927, 35563]","[2225.0, 6156, 6817.0, 9271, 15786]","[28, 32, 201, 215, 269]","[34, 52.0, 154, 201, 245.0]","[34, 35, 43, 45, 101]","[20, 25, 26.0, 42, 86.0]"
2337,"[24, 142, 15.0, 201.0, 64]","[517, 62, 221, 164, 157]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5001, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005], [5011, 5008, 5008]]","[[8008, 8009, 9103, 8014], [8008, 9111, 9104, 8299], [8010, 9111, 9104, 8014], [8214, 8226, 8210, 8237], [8465, 8463, 8473, 8242]]","[[8008, 9101, 9103, 8014], [8008, 9111, 9104, 8299], [8112, 8143, 8138, 8135], [8437, 8446, 8473, 8451], [9923, 8143, 8138, 8135]]","[[8304, 8345], [8304, 8347], [8345, 8347], [8347, 8316], [8473, 8242]]","[[8210, 8237], [8304, 8347], [8401, 8473], [8429, 8451], [8473, 8242]]","[[2421, 3161, 3158, 3181, 6610, 3078, 3340], [3046.0, 3072.0, 3087.0, 3006.0, 6675.0, 3026.0, 3363.0], [4638.0, 3869.0, 3190.0, 3109.0, 3075.0, 3047.0, 3364.0], [6655, 3165, 3100, 1058, 3020, 3089, 3363], [6692, 6610, 3133, 3047, 3071, 3026, 3340]]","[[2055, 6610, 3877, 3047, 6692, 3053, 3364], [3072, 3087, 3036, 3085, 6675, 3006, 3363], [3165, 3089, 3020, 6657, 3100, 1052, 3364], [6665, 6672, 2019, 6673, 3031, 3006, 3364], [6699, 6698, 3142, 3814, 6694, 3158, 3364]]","[18974.0, 27733, 32878, 44888.0, 52476]","[22307, 26464, 38538, 40706, 46496]","[31661, 37223.0, 39268.0, 46259, 55988]","[29302, 34847, 44555, 45297, 73533]","[2.0, 5, 13, 14.0, 17]","[5, 6, 6, 8, 17]","[6.0, 8, 9.0, 9, 10]","[8, 9, 9, 11, 14]","[6, 10, 11, 18.0, 32.0]","[8, 8, 8, 9, 13]","[3412, 5656, 6695.0, 13896.0, 24733]","[7490, 7914, 8560, 13885, 16812]","[25.0, 49, 213, 223, 296.0]","[31, 34, 181, 295, 315]","[24, 32.0, 36, 48, 87.0]","[31, 32, 32, 45, 102]"
1121,"[222.0, 412.0, 200, 45, 20]","[103, 18, 164, 223, 64]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5007], [5001, 5008, 5008], [5011, 5008, 5005], [5011, 5008, 5008], [5013, 5010, 5007]]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5008, 5008]]","[[8008, 8009, 9103, 8017], [8021, 9111, 9104, 8014], [8229, 8226, 8210, 8236], [8230, 8275, 8234, 8232], [8439, 8463, 8444, 8451]]","[[8008, 9111, 9103, 8014], [8010, 9111, 9104, 8014], [8112, 8139, 8138, 8106], [8437, 8401, 8444, 8242], [9923, 8143, 8138, 8135]]","[[8143, 8135], [8233, 8236], [8306, 8345], [8345, 8347], [9105, 9111]]","[[8210, 8226], [8304, 8347], [8304, 8347], [8401, 8473], [9104, 9111]]","[[0, 3068, 0, 3111, 1011, 0, 3364], [1055.0, 3006.0, 3087.0, 6672.0, 1037.0, 1038.0, 3363.0], [1058, 1052, 3040, 3158, 3089, 1052, 3364], [2031, 3077, 1055, 3111, 3044, 6692, 3364], [3876.0, 3190.0, 2055.0, 3009.0, 3076.0, 1028.0, 3364.0]]","[[0, 1018, 1055, 6670, 3006, 3087, 3363], [1011, 2031, 3068, 1006, 1054, 1001, 3340], [1036, 6692, 1102, 2021, 3047, 1036, 3340], [3118, 4628, 0, 3158, 0, 1056, 3340], [3877, 2031, 6692, 1036, 1001, 1036, 3364]]","[5653.0, 6443, 18059.0, 20029, 22431]","[6154, 6776, 7937, 8376, 10247]","[8506, 10384.0, 11377.0, 14083, 19449]","[13582, 15446, 16514, 19881, 23554]","[2.0, 3, 7, 8, 11.0]","[1, 2, 3, 3, 3]","[1, 2, 2, 3.0, 4.0]","[5, 6, 6, 7, 8]","[3, 8.0, 8, 15.0, 19]","[1, 1, 2, 3, 4]","[31, 1140.0, 2143.0, 7686, 15152]","[586, 1585, 1679, 3648, 6639]","[10.0, 27, 146, 152.0, 195]","[13, 29, 100, 125, 126]","[8, 9.0, 12, 20, 42.0]","[7, 9, 12, 18, 27]"
1261,"[222.0, 163, 104, 79, 412.0]","[64, 517, 111, 523, 897]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5010, 5005]]","[[5001, 5001, 5005], [5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008]]","[[8008, 8009, 9103, 8014], [8021, 9111, 9104, 8014], [8229, 8226, 8210, 8237], [8230, 8226, 8210, 8237], [8439, 8463, 8473, 8242]]","[[8010, 9111, 9104, 8014], [8021, 9101, 9103, 8299], [8112, 8143, 8138, 8105], [8437, 8446, 8444, 8451], [8439, 8401, 8473, 8242]]","[[8233, 8236], [8345, 8313], [8345, 8347], [8347, 8304], [8347, 8345]]","[[8210, 8237], [8304, 8347], [8345, 8347], [8345, 8347], [8473, 8451]]","[[1055.0, 3087.0, 6672.0, 3006.0, 1018.0, 0.0, 3363.0], [1056, 2031, 2139, 3040, 6657, 1001, 3340], [1056, 3040, 3158, 4645, 0, 0, 3364], [3142, 6673, 0, 6676, 1038, 2422, 3364], [3869.0, 2031.0, 2055.0, 3067.0, 3002.0, 3158.0, 3364.0]]","[[0, 1055, 1036, 3006, 3031, 3087, 3363], [2504, 1029, 1054, 3111, 3057, 0, 3364], [3100, 2031, 1058, 3020, 3145, 1056, 3364], [3869, 3111, 2055, 3067, 1029, 1033, 3364], [6692, 1102, 3047, 2055, 3133, 1036, 3340]]","[5139.0, 10436, 16250, 22984.0, 23374]","[4309, 7049, 12302, 12566, 12576]","[10538.0, 11306.0, 11653, 17287, 18629]","[16340, 18546, 19439, 19662, 19801]","[0, 1.0, 2, 8.0, 18]","[0, 0, 3, 3, 4]","[0.0, 0, 3, 3.0, 4]","[2, 5, 7, 7, 8]","[3, 5, 7, 7.0, 16.0]","[0, 1, 1, 2, 3]","[819, 2281.0, 2539.0, 10436, 11158]","[0, 1135, 1505, 3444, 7567]","[23.0, 32, 132, 156.0, 165]","[17, 29, 117, 146, 146]","[13, 14, 17.0, 24, 48.0]","[6, 12, 15, 24, 57]"
1146,"[74, 41, 91, 104, 81]","[5, 106, 101.0, 517.0, 222]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5010, 5008], [5011, 5008, 5005]]","[[8005, 8009, 9103, 8014], [8010, 9111, 9105, 8299], [8021, 9111, 9104, 8014], [8229, 8226, 8233, 8237], [8437, 8446, 8473, 8451]]","[[8005, 9111, 9105, 8299], [8008, 8009, 9103, 8014], [8010, 8009, 9105, 8299], [8010, 9111, 9104, 8299], [8369, 8304, 8345, 8347]]","[[8139, 8135], [8304, 8316], [8304, 8347], [8321, 8313], [8345, 8304]]","[[8226, 8237], [8233, 8236], [8234, 8232], [8321, 8304], [8444, 8242]]","[[0, 0, 0, 3158, 3042, 3508, 3363], [1055, 3078, 6675, 3047, 1018, 1036, 3340], [3020, 2031, 3871, 3116, 0, 0, 3364], [6676, 3095, 1036, 0, 0, 2422, 3340], [6692, 1055, 3133, 3111, 2021, 0, 3364]]","[[1055, 2031, 3087, 3006, 6670, 0, 3363], [1055, 6692, 2031, 2422, 3133, 3057, 3340], [2031.0, 1054.0, 6657.0, 3020.0, 3145.0, 2055.0, 3340.0], [2055, 6610, 3047, 3066, 1031, 0, 3364], [3871.0, 6655.0, 4628.0, 2055.0, 0.0, 2422.0, 3364.0]]","[4304, 8117, 12891, 17221, 17688]","[5052, 8048, 9269, 9479.0, 13902.0]","[8322, 12731, 13297, 14333, 15163]","[8754.0, 12377, 16373, 18636, 21418.0]","[1, 2, 4, 4, 7]","[1, 1, 2.0, 2.0, 4]","[0, 1, 2, 2, 5]","[0, 3.0, 4, 4.0, 7]","[0, 1, 2, 2, 6]","[0, 1.0, 2, 2.0, 2]","[731, 1497, 1844, 6532, 10298]","[1198.0, 2075, 3538.0, 4302, 11859]","[20, 33, 138, 151, 161]","[8, 53.0, 116, 118.0, 129]","[8, 11, 13, 20, 42]","[1, 14, 21, 22.0, 34.0]"
1916,"[221, 910, 117, 106, 83]","[523.0, 75, 412.0, 84, 64]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5001, 5007], [5011, 5008, 5008]]","[[8008, 9111, 9104, 8014], [8010, 8009, 9103, 8299], [8214, 8226, 8210, 8237], [8214, 8226, 8210, 8237], [8437, 8401, 8444, 8453]]","[[8021, 8009, 9105, 8014], [8112, 8143, 8138, 8135], [8360, 8313, 8345, 8410], [8439, 8463, 8473, 8451], [9923, 8126, 8136, 8106]]","[[8313, 8345], [8345, 8347], [8429, 8451], [8429, 8451], [9105, 8009]]","[[8226, 8237], [8345, 8347], [8410, 8345], [8444, 8451], [9104, 8009]]","[[3040, 3145, 3089, 3137, 4628, 3158, 3364], [3161, 6610, 3009, 1054, 3078, 6692, 3363], [3870, 2065, 0, 6617, 3158, 3113, 3364], [6662, 3158, 0, 3067, 6610, 3742, 3364], [6675, 3087, 3046, 3006, 3035, 1018, 3363]]","[[3006.0, 3087.0, 1043.0, 3036.0, 3072.0, 3031.0, 3363.0], [3071, 6692, 2055, 2021, 1037, 3158, 3340], [3152, 3100, 3157, 3111, 0, 1054, 3364], [3190.0, 3869.0, 2055.0, 3109.0, 3066.0, 3158.0, 3364.0], [8001, 1031, 3068, 3742, 3158, 1057, 3363]]","[7644, 17967, 24725, 38178, 44488]","[9746.0, 16713, 20417, 20661, 41081.0]","[18963, 19397, 23113, 36360, 38654]","[24992.0, 28425.0, 34167, 37745, 40711]","[1, 4, 5, 10, 14]","[2.0, 2, 4, 6, 9.0]","[2, 5, 5, 5, 6]","[4, 7.0, 7.0, 7, 9]","[9, 11, 11, 13, 20]","[3, 3, 4.0, 9, 12.0]","[2761, 3573, 3878, 13827, 18736]","[2999.0, 3961, 10134.0, 14101, 14929]","[33, 42, 220, 222, 234]","[10, 25.0, 190, 230, 278.0]","[22, 22, 35, 54, 95]","[20.0, 21, 29, 35, 94.0]"
924,"[201, 910, 236, 9, 58]","[421, 145.0, 7, 80.0, 777]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5001, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005]]","[[8005, 8009, 9103, 8014], [8010, 9111, 9104, 8299], [8112, 8126, 8138, 8106], [8214, 8226, 8210, 8237], [8465, 8463, 8473, 8242]]","[[8005, 9111, 9105, 8014], [8008, 8009, 9103, 8014], [8008, 9111, 9104, 8299], [8010, 9111, 9104, 8014], [8112, 8139, 8138, 8135]]","[[8321, 8347], [8345, 8304], [8345, 8347], [8446, 8473], [9104, 8009]]","[[8226, 8237], [8304, 8347], [8345, 8304], [8347, 8306], [8473, 8451]]","[[1055, 3047, 6692, 2031, 0, 0, 3340], [1055, 3094, 1037, 0, 3158, 3087, 3363], [1056, 1052, 6657, 3070, 3108, 3158, 3340], [1102, 3118, 3020, 0, 1052, 0, 3513], [3190, 3869, 3047, 3067, 2055, 0, 3364]]","[[0.0, 0.0, 2422.0, 1037.0, 1055.0, 3087.0, 3340.0], [0.0, 0.0, 3866.0, 0.0, 6692.0, 1001.0, 3340.0], [1055, 2031, 3153, 3006, 0, 0, 3363], [6631, 1102, 0, 0, 2422, 0, 3364], [6655, 1052, 2031, 1001, 0, 1056, 3340]]","[3421, 4806, 5318, 7214, 13360]","[1027, 4576.0, 5170, 5544.0, 7045]","[6704, 7228, 7247, 10190, 14128]","[6249, 9230.0, 10283, 10883.0, 13721]","[0, 2, 3, 6, 12]","[0, 1, 1.0, 1, 1.0]","[0, 0, 1, 1, 2]","[1, 3, 5, 6.0, 8.0]","[1, 1, 2, 4, 14]","[0, 0, 0.0, 1, 1.0]","[535, 569, 2116, 2501, 11979]","[88.0, 439, 805.0, 1559, 9195]","[12, 18, 123, 134, 143]","[0, 43.0, 95.0, 97, 126]","[7, 10, 12, 26, 27]","[5, 8, 9.0, 12, 18.0]"
1319,"[163, 266, 222, 44, 78]","[79, 103, 221.0, 412.0, 64]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5013, 5010, 5007]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5007], [5001, 5008, 5008]]","[[8010, 9111, 9105, 8299], [8021, 8009, 9103, 8014], [8128, 8126, 8138, 8105], [8230, 8226, 8210, 8237], [8351, 8306, 8345, 8347]]","[[8008, 9111, 9104, 8299], [8010, 9111, 9104, 8014], [8112, 8139, 8138, 8106], [8229, 8226, 8210, 8237], [8439, 8463, 8473, 8242]]","[[8009, 9105], [8234, 8232], [8304, 8345], [8345, 8313], [8444, 8242]]","[[8345, 8347], [8345, 8347], [8347, 8304], [8347, 8345], [8473, 8451]]","[[1083, 3031, 3087, 3086, 2015, 3006, 3363], [3742, 6610, 2055, 3158, 1033, 0, 3364], [3869, 3109, 1028, 3009, 3002, 2055, 3364], [6653, 1082, 3040, 3158, 0, 0, 3363], [6698, 0, 3111, 3814, 0, 0, 3340]]","[[1036.0, 1036.0, 1038.0, 3006.0, 3046.0, 3087.0, 3363.0], [3118, 3108, 3145, 3158, 0, 1056, 3364], [3133, 6610, 0, 3044, 1028, 2422, 3340], [3869.0, 3002.0, 1029.0, 3117.0, 2055.0, 0.0, 3364.0], [6657, 1052, 3158, 3916, 3113, 1056, 3340]]","[4175, 11720, 12290, 14933, 16928]","[4123.0, 7042.0, 7056, 8702, 11254]","[6851, 10775, 11703, 13774, 20729]","[8129.0, 14672, 14947.0, 15684, 25896]","[3, 3, 4, 6, 7]","[0, 1.0, 1, 2, 5.0]","[1, 1, 2, 2, 3]","[1.0, 3, 4, 7, 8.0]","[1, 7, 8, 9, 11]","[1.0, 2, 2, 6.0, 6]","[530, 3135, 5027, 7186, 10190]","[112.0, 1488.0, 1830, 6121, 10533]","[9, 37, 163, 165, 213]","[14, 26.0, 128, 148, 198.0]","[15, 16, 20, 23, 54]","[13, 14.0, 17, 20, 50.0]"
1130,"[64, 64, 64, 64, 64]","[887.0, 887, 887, 887.0, 887]","[1, 3, 3, 4, 4]","[1, 1, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5010, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005]]","[[8010, 9111, 9104, 8014], [8010, 9111, 9104, 8014], [8010, 9111, 9104, 8014], [8112, 8126, 8136, 8135], [8112, 8143, 8138, 8106]]","[[8008, 8009, 9104, 8299], [8010, 8009, 9104, 8299], [8010, 8009, 9104, 8299], [8010, 8009, 9104, 8299], [8010, 8009, 9104, 8299]]","[[8014, 9111], [8143, 8135], [8143, 8135], [8224, 8234], [8304, 8347]]","[[8242, 8473], [8242, 8473], [8473, 8242], [8473, 8242], [8473, 8242]]","[[3067, 2055, 1037, 3156, 6610, 3111, 3340], [3074, 3156, 3111, 3071, 0, 0, 3340], [3084, 3111, 3075, 3211, 0, 0, 3340], [3111, 6701, 0, 6692, 3156, 6610, 3340], [6698, 6692, 6610, 3111, 3156, 1036, 3340]]","[[1056, 3115, 3067, 4633, 3047, 3108, 3340], [1056.0, 4633.0, 4645.0, 3047.0, 0.0, 0.0, 3340.0], [2421, 3020, 4633, 1058, 0, 0, 3363], [4633.0, 1056.0, 3115.0, 1031.0, 3067.0, 3047.0, 3340.0], [4633, 3115, 3020, 3113, 3145, 0, 3363]]","[6472, 14972, 15232, 22053, 33517]","[8188, 9081.0, 12335, 13981, 19329.0]","[10805, 13418, 19290, 20045, 25124]","[18920, 19460.0, 21489, 23634.0, 24136]","[0, 4, 6, 10, 10]","[0.0, 1, 2, 2, 4.0]","[0, 0, 2, 3, 4]","[4, 4.0, 6, 7.0, 9]","[2, 2, 4, 5, 9]","[0, 1, 2, 2.0, 2.0]","[3100, 5947, 8300, 8328, 14219]","[1800, 2248.0, 3633, 5203, 7223.0]","[45, 81, 91, 113, 114]","[50, 58.0, 83.0, 91, 101]","[4, 4, 8, 11, 15]","[3, 6, 7.0, 8.0, 10]"
